1	1.8767579418579774	1.8767579418579774	1.876757383696325	1.8767579418579774	1.8767579418579774	6.157430472799145	1.8767579418579774	1.9442062074529147	1.876757383696325
2	1.8695321163966914	1.8644413736270167	1.8476616250742417	1.8546530852290868	1.8767537657640418	1.876757941857977	1.8522150362111103	1.857712357381438	1.8476616250742417
3	1.8634111641355484	1.852332990714499	1.8133771399408043	1.8270594631375863	1.8767454129406094	1.8522150362111103	1.828379883659884	1.7918828114036445	1.8133771399408043
4	1.8580145869859028	1.840427588662203	1.7744353603822574	1.7945441037594194	1.8767328820887368	1.828379883659884	1.8052250687137699	1.7375094662515842	1.7744353603822574
5	1.853140861669282	1.8287201196390872	1.731548246846497	1.7577043723317112	1.8767161712462128	1.8052250687137699	1.7827243701717341	1.6794346259995563	1.731548246846497
6	1.8486678034953528	1.817205687200346	1.6854611530502939	1.7171658793790643	1.876695277787591	1.7827243701717341	1.7608527061734764	1.6179988492836728	1.6854611530502939
7	1.8445146327464075	1.8058795412344715	1.6369128202669585	1.6735701515037618	1.8766701984241378	1.760852706173476	1.7395860818543305	1.5542380094679666	1.6369128202669585
8	1.840624611134598	1.7947370730912238	1.5866132657560224	1.6275592004166728	1.8766409292036959	1.7395860818543305	1.7189015394782414	1.4893313412163467	1.5866132657560224
9	1.836956059155629	1.7837738108836958	1.5352273279588822	1.579759806910669	1.8766074655104634	1.7189015394782419	1.698777110929322	1.4243507556830806	1.5352273279588822
10	1.8334772814136588	1.7729854149579407	1.4833617924219826	1.5307689358961025	1.8765698020646946	1.698777110929322	1.6791917724483643	1.360213797415378	1.4833617924219826
11	1.830163501978983	1.762367673523861	1.4315558227470064	1.4811411122382427	1.8765279329223103	1.6791917724483643	1.6601254015062028	1.2976655143179014	1.4315558227470064
12	1.8269949140159456	1.7519164984413114	1.3802746958990517	1.4313782625219749	1.8764818514744364	1.6601254015062028	1.641558735711103	1.2372750040225982	1.3802746958990517
13	1.8239553848426273	1.7416279211556271	1.32990678099639	1.3819222992843487	1.8764315504468492	1.6415587357111026	1.6234733336523623	1.1794416452090606	1.32990678099639
14	1.8210315655603386	1.7314980887769726	1.280763570803091	1.3331505390287552	1.876377021899342	1.623473333652362	1.6058515375870757	1.1244090268213065	1.280763570803091
15	1.8182122605968334	1.7215232602981594	1.23308244711586	1.2853738877493943	1.8763182572250168	1.6058515375870757	1.5886764378815377	1.072284707097018	1.23308244711586
16	1.815487969962935	1.7116998029457662	1.1870317577243785	1.238837594760768	1.8762552471494836	1.5886764378815377	1.5719318391230899	1.0230638507613032	1.1870317577243785
17	1.8128505496422553	1.7020241886596241	1.1427177114086393	1.1937242684351599	1.8761879817299865	1.5719318391230894	1.5556022278222752	0.9766547788828629	1.1427177114086393
18	1.8102929548293893	1.6924929906958663	1.1001925604720197	1.150158767787333	1.8761164503544459	1.5556022278222752	1.5396727416291052	0.9329045823337602	1.1001925604720197
19	1.8078090425568476	1.6831028803490051	1.0594635364467933	1.1082145327889918	1.8760406417404174	1.5396727416291047	1.5241291399909045	0.8916231839494798	1.0594635364467933
20	1.8053934177242152	1.6738506237885935	1.0205020306232715	1.0679208936630977	1.8759605439339748	1.524129139990904	1.5089577761827555	0.8526045577143379	1.0205020306232715
21	1.8030413113958241	1.664733079006262	0.9832525622189684	1.0292709036142638	1.8758761443085152	1.508957776182755	1.4941455706448892	0.8156441913494216	0.9832525622189684
22	1.8007484834609206	1.655747192869053	0.9476411475717211	0.9922292675955474	1.8757874295634718	1.4941455706448887	1.479679985564573	0.7805522764788514	0.9476411475717211
23	1.7985111439437613	1.6468899982751304	0.9135827673978668	0.956739987803288	1.8756943857229622	1.4796799855645735	1.4655490006430587	0.747162495269366	0.9135827673978668
24	1.7963258887705802	1.638158611408115	0.8809877194706234	0.9227334098552266	1.8755969981343479	1.4655490006430592	1.4517410899910477	0.7153366159114386	0.8809877194706234
25	1.7941896468716236	1.6295502290864148	0.8497667349026713	0.89013242683	1.8754952514667194	1.4517410899910477	1.4382452000988595	0.6849653898008409	0.8497667349026713
26	1.792099636263588	1.6210621262040736	0.819834822064644	0.8588576762304171	1.8753891297093008	1.4382452000988595	1.4250507288301084	0.6559664465561702	0.819834822064644
27	1.7900533273152615	1.6126916532597888	0.7911138784687038	0.8288316424294228	1.8752786161697785	1.425050728830108	1.4121475053901489	0.6282800026974685	0.7911138784687038
28	1.7880484118096036	1.6044362339708855	0.7635341742453875	0.799981649756082	1.8751636934725457	1.4121475053901489	1.3995257712229359	0.6018632370683846	0.7635341742453875
29	1.7860827767213623	1.596293362969134	0.7370348589160692	0.7722417953393562	1.8750443435568798	1.3995257712229359	1.3871761617921545	0.5766841486662755	0.7370348589160692
30	1.7841544818599018	1.5882606035754523	0.7115636750186173	0.7455539233412963	1.8749205476750341	1.387176161792154	1.37508968920464	0.5527156134274902	0.7115636750186173
31	1.7822617407024746	1.5803355856506123	0.6870760779450603	0.7198677814868707	1.8747922863902562	1.37508968920464	1.363257725636109	0.5299302122159749	0.6870760779450603
32	1.7804029038782074	1.572516003519199	0.663533962278568	0.6951405260712552	1.8746595395747288	1.363257725636109	1.3516719875211622	0.5082962310409879	0.663533962278568
33	1.7785764448677992	1.5647996139641709	0.6409041829737251	0.6713357531035647	1.874522286407438	1.3516719875211622	1.3403245204713574	0.487775054631436	0.6409041829737251
34	1.7767809475659138	1.5571842342894695	0.6191570374995378	0.6484222319890837	1.8743805053719607	1.3403245204713574	1.329207684886888	0.46832000259692697	0.6191570374995378
